job_id,customer_id,region,postcode,job_type,priority,SLA_window,requested_date,scheduled_date,engineer_id,required_part_id,job_status,completion_status,first_time_fix_flag,delay_reason
J-00154,CU-6957,London,SE99 9HC,Repair,Low,Same Day,2026-06-18T08:00,2026-06-19T12:00,E-0090,BG-PUMP-088,At Risk,Failed Visit,True,Engineer absence
J-00155,CU-1356,South,RG79 8KK,Emergency,Low,48h,2026-06-08T08:00,2026-06-09T14:00,E-0077,BG-PUMP-081,Completed,Customer Cancelled,False,Engineer absence
J-00156,CU-7131,South,BN62 3FB,Emergency,Low,Same Day,2026-06-16T08:00,2026-06-13T16:00,E-0091,BG-PUMP-043,In Progress,Complete,True,Weather
J-00157,CU-9476,North,M60 2FB,Emergency,Critical,Same Day,2026-06-11T08:00,2026-06-05T17:00,E-0050,BG-METER-001,At Risk,Complete,False,Weather
J-00158,CU-1385,Wales,SY35 3EF,Emergency,Critical,48h,2026-06-11T08:00,2026-06-10T09:00,E-0077,BG-METER-001,Scheduled,Failed Visit,True,Engineer absence
J-00159,CU-8158,Scotland,AB96 3EJ,Repair,Low,Same Day,2026-06-10T08:00,2026-06-09T09:00,E-0053,BG-METER-044,In Progress,Complete,False,Weather
J-00160,CU-8971,North,YO45 2DJ,Install,Medium,Next Day,2026-06-11T08:00,2026-06-15T16:00,E-0004,BG-PUMP-043,In Progress,Open,True,Carrier delay
J-00161,CU-3822,North,M50 7GG,Service,Critical,Same Day,2026-06-05T08:00,2026-06-20T17:00,E-0011,BG-BOILE-036,Rescheduled,Customer Cancelled,True,None
J-00162,CU-7657,Scotland,IV61 7BG,Install,Critical,4h,2026-06-15T08:00,2026-06-16T09:00,E-0038,BG-BOILE-004,At Risk,Complete,True,Traffic
J-00163,CU-3106,London,N78 5GE,Service,Critical,Same Day,2026-06-19T08:00,2026-06-10T11:00,E-0075,BG-EV-089,Scheduled,Failed Visit,False,Traffic
J-00164,CU-2301,Wales,CF58 9DD,Install,High,Same Day,2026-06-08T08:00,2026-06-15T11:00,E-0006,BG-BOILE-036,Rescheduled,Failed Visit,True,Carrier delay
J-00165,CU-8475,Midlands,B33 7KE,Emergency,High,Next Day,2026-06-17T08:00,2026-06-16T17:00,E-0037,BG-PIPEW-013,Completed,Failed Visit,True,Carrier delay
J-00166,CU-4144,London,SW22 3KC,Install,Low,48h,2026-06-09T08:00,2026-06-08T13:00,E-0061,BG-PIPEW-013,Completed,Failed Visit,True,Parts unavailable
J-00167,CU-1753,South,RG89 8DE,Smart Meter Exchange,Low,4h,2026-06-04T08:00,2026-06-02T14:00,E-0036,BG-BOILE-026,Rescheduled,Failed Visit,True,Weather
J-00168,CU-5243,London,SE78 1CB,Emergency,Low,48h,2026-06-16T08:00,2026-06-02T17:00,E-0008,BG-PUMP-074,Rescheduled,Failed Visit,True,None
J-00169,CU-8084,Scotland,G52 5AK,Emergency,Critical,4h,2026-06-08T08:00,2026-06-11T15:00,E-0020,BG-SENSO-072,Completed,Open,True,Carrier delay
J-00170,CU-2521,London,N65 9BC,Service,Critical,48h,2026-06-12T08:00,2026-06-11T15:00,E-0025,BG-BOILE-021,In Progress,Complete,True,Carrier delay
J-00171,CU-3975,London,SE15 3AH,Service,Medium,48h,2026-06-12T08:00,2026-06-09T14:00,E-0004,BG-PIPEW-083,Scheduled,Failed Visit,True,None
J-00172,CU-4215,London,N29 9CC,Service,Critical,4h,2026-06-13T08:00,2026-06-10T10:00,E-0032,BG-PUMP-029,In Progress,Failed Visit,True,Parts unavailable
J-00173,CU-4052,Scotland,AB44 8JH,Repair,Medium,Next Day,2026-06-03T08:00,2026-06-12T15:00,E-0083,BG-SENSO-019,Scheduled,Open,True,None
J-00174,CU-7947,London,N36 1GE,Emergency,Low,48h,2026-06-15T08:00,2026-06-11T11:00,E-0093,BG-SENSO-068,Completed,Complete,False,None
J-00175,CU-5458,South,BN49 5BH,Emergency,High,48h,2026-06-10T08:00,2026-06-08T17:00,E-0014,BG-EV-020,Scheduled,Failed Visit,True,Parts unavailable
J-00176,CU-1653,North,NE83 8HK,Smart Meter Exchange,Critical,48h,2026-06-14T08:00,2026-06-01T12:00,E-0073,BG-VALVE-078,In Progress,Complete,True,Engineer absence
J-00177,CU-6126,Midlands,NG64 3GD,Install,Low,Next Day,2026-06-11T08:00,2026-06-15T14:00,E-0097,BG-PIPEW-007,In Progress,Open,True,Traffic
J-00178,CU-5485,Scotland,G64 4DD,Service,Low,Same Day,2026-06-05T08:00,2026-06-01T13:00,E-0032,BG-BOILE-026,Scheduled,Customer Cancelled,True,Weather
J-00179,CU-8809,Midlands,CV9 6BE,Smart Meter Exchange,Medium,4h,2026-06-16T08:00,2026-06-14T11:00,E-0051,BG-PUMP-069,In Progress,Customer Cancelled,True,Traffic
J-00180,CU-6624,Scotland,EH13 5FC,Emergency,Medium,48h,2026-06-03T08:00,2026-06-06T13:00,E-0052,BG-SENSO-068,In Progress,Open,False,Traffic
J-00181,CU-6106,Scotland,AB14 6CK,Smart Meter Exchange,High,4h,2026-06-16T08:00,2026-06-07T11:00,E-0079,BG-EV-073,Completed,Customer Cancelled,True,Engineer absence
J-00182,CU-6267,South,OX62 7EH,Install,Critical,4h,2026-06-07T08:00,2026-06-03T13:00,E-0115,BG-BOILE-084,Rescheduled,Open,True,Engineer absence
J-00183,CU-6074,North,LS84 5GA,Emergency,Low,48h,2026-06-09T08:00,2026-06-07T16:00,E-0033,BG-VALVE-002,Rescheduled,Complete,True,Engineer absence
J-00184,CU-1584,Wales,NP62 2BD,Repair,Low,Same Day,2026-06-03T08:00,2026-06-03T12:00,E-0056,BG-PUMP-069,Rescheduled,Failed Visit,True,Weather
J-00185,CU-2700,Wales,SA1 7AK,Repair,Low,4h,2026-06-08T08:00,2026-06-21T09:00,E-0073,BG-PUMP-081,Rescheduled,Complete,False,None
J-00186,CU-9682,London,N32 4DK,Service,Medium,48h,2026-06-18T08:00,2026-06-14T14:00,E-0083,BG-SENSO-019,Completed,Open,False,Weather
J-00187,CU-6844,Wales,SA96 3DE,Repair,Medium,Next Day,2026-06-19T08:00,2026-06-15T16:00,E-0044,BG-EV-035,In Progress,Failed Visit,True,Traffic
J-00188,CU-6254,Wales,LL92 2FK,Emergency,Critical,48h,2026-06-06T08:00,2026-06-12T13:00,E-0025,BG-EV-003,Rescheduled,Failed Visit,True,Carrier delay
J-00189,CU-2389,South,SO66 2AC,Repair,High,4h,2026-06-06T08:00,2026-06-12T10:00,E-0020,BG-PUMP-074,Rescheduled,Open,True,None
J-00190,CU-9115,Scotland,IV91 3HE,Smart Meter Exchange,Critical,48h,2026-06-06T08:00,2026-06-17T09:00,E-0011,BG-SENSO-079,In Progress,Open,True,Traffic
J-00191,CU-9013,London,SE70 4DK,Service,Critical,Next Day,2026-06-14T08:00,2026-06-15T16:00,E-0042,BG-BOILE-021,At Risk,Customer Cancelled,True,Weather
J-00192,CU-3618,South,RG86 1FB,Repair,Medium,48h,2026-06-10T08:00,2026-06-05T12:00,E-0067,BG-EV-023,At Risk,Open,True,Weather
J-00193,CU-4750,London,W79 4DH,Smart Meter Exchange,Low,4h,2026-06-11T08:00,2026-06-17T10:00,E-0050,BG-METER-044,In Progress,Failed Visit,True,None
J-00194,CU-7904,Midlands,B48 8CH,Emergency,High,48h,2026-06-11T08:00,2026-06-04T13:00,E-0059,BG-PIPEW-041,Completed,Open,False,Engineer absence
J-00195,CU-6629,Wales,CF64 7JA,Smart Meter Exchange,Low,48h,2026-06-05T08:00,2026-06-18T10:00,E-0105,BG-BOILE-042,In Progress,Customer Cancelled,False,Parts unavailable
J-00196,CU-9341,Midlands,CV51 4CJ,Repair,Medium,Next Day,2026-06-18T08:00,2026-06-12T17:00,E-0050,BG-EV-082,In Progress,Open,True,Carrier delay
J-00197,CU-7402,Wales,SY97 3HH,Smart Meter Exchange,Medium,Same Day,2026-06-03T08:00,2026-06-20T10:00,E-0114,BG-BOILE-026,Scheduled,Complete,True,Carrier delay
J-00198,CU-8807,Wales,SA2 2BD,Emergency,Medium,Next Day,2026-06-01T08:00,2026-06-19T16:00,E-0009,BG-PIPEW-083,In Progress,Open,True,None
J-00199,CU-5791,Midlands,CV87 8JG,Install,Low,4h,2026-06-09T08:00,2026-06-05T14:00,E-0119,BG-SENSO-072,Completed,Customer Cancelled,True,Weather
J-00200,CU-6752,Wales,NP89 2DH,Service,High,4h,2026-06-17T08:00,2026-06-04T16:00,E-0019,BG-EV-089,Scheduled,Failed Visit,False,Parts unavailable
J-00201,CU-9033,Midlands,B49 1HB,Emergency,Medium,4h,2026-06-03T08:00,2026-06-08T10:00,E-0059,BG-VALVE-002,At Risk,Failed Visit,True,Parts unavailable
J-00202,CU-6429,North,L15 3BD,Emergency,Low,Same Day,2026-06-01T08:00,2026-06-13T11:00,E-0099,BG-METER-087,At Risk,Complete,True,Traffic
J-00203,CU-3654,Scotland,G74 3DH,Smart Meter Exchange,Medium,Next Day,2026-06-16T08:00,2026-06-03T11:00,E-0075,BG-BOILE-057,At Risk,Complete,False,Carrier delay
J-00204,CU-5047,London,SW81 6DE,Emergency,Critical,48h,2026-06-02T08:00,2026-06-11T15:00,E-0004,BG-PUMP-018,In Progress,Failed Visit,True,Weather
J-00205,CU-4732,London,SE42 4KD,Install,Medium,Same Day,2026-06-11T08:00,2026-06-17T15:00,E-0036,BG-SENSO-060,Completed,Customer Cancelled,True,Engineer absence
J-00206,CU-4263,South,SO7 7HK,Repair,Low,48h,2026-06-13T08:00,2026-06-11T10:00,E-0018,BG-EV-035,In Progress,Complete,True,Traffic
J-00207,CU-1285,North,LS12 5HB,Repair,High,48h,2026-06-08T08:00,2026-06-08T16:00,E-0079,BG-EV-008,In Progress,Open,True,Parts unavailable
J-00208,CU-3367,Scotland,G77 7CG,Service,High,Next Day,2026-06-12T08:00,2026-06-13T13:00,E-0032,BG-SENSO-053,Completed,Open,False,Weather
J-00209,CU-3601,Midlands,B79 9AE,Repair,Medium,48h,2026-06-05T08:00,2026-06-10T11:00,E-0110,BG-SENSO-056,At Risk,Failed Visit,True,Parts unavailable
J-00210,CU-7452,South,PO22 1HC,Service,High,Next Day,2026-06-19T08:00,2026-06-09T16:00,E-0032,BG-EV-010,At Risk,Open,True,Engineer absence
J-00211,CU-5947,Wales,NP32 3AD,Emergency,Medium,48h,2026-06-13T08:00,2026-06-15T16:00,E-0048,BG-BOILE-005,In Progress,Customer Cancelled,True,Parts unavailable
J-00212,CU-7609,Midlands,DE79 8FK,Install,Medium,Next Day,2026-06-02T08:00,2026-06-17T10:00,E-0114,BG-EV-010,At Risk,Customer Cancelled,False,Weather
J-00213,CU-6349,London,W20 9EK,Service,High,4h,2026-06-14T08:00,2026-06-16T13:00,E-0043,BG-EV-027,Rescheduled,Failed Visit,True,Weather
J-00214,CU-2937,South,SO31 8HG,Smart Meter Exchange,High,48h,2026-06-14T08:00,2026-06-08T13:00,E-0032,BG-SENSO-070,Rescheduled,Open,True,Traffic
J-00215,CU-5259,London,N83 9BH,Smart Meter Exchange,High,Next Day,2026-06-02T08:00,2026-06-13T14:00,E-0086,BG-SENSO-086,In Progress,Customer Cancelled,False,Weather
J-00216,CU-9152,London,SW85 7FH,Service,Medium,48h,2026-06-11T08:00,2026-06-19T11:00,E-0001,BG-EV-089,In Progress,Failed Visit,True,Weather
J-00217,CU-7836,Midlands,LE78 4FK,Service,Low,Next Day,2026-06-10T08:00,2026-06-21T09:00,E-0105,BG-VALVE-065,In Progress,Failed Visit,True,Weather
J-00218,CU-8036,North,M43 4HA,Repair,High,Next Day,2026-06-06T08:00,2026-06-10T13:00,E-0054,BG-METER-054,In Progress,Customer Cancelled,False,Parts unavailable
J-00219,CU-6573,North,L97 7BJ,Emergency,High,Same Day,2026-06-07T08:00,2026-06-20T16:00,E-0100,BG-VALVE-016,Rescheduled,Complete,True,Engineer absence
J-00220,CU-7750,Midlands,B68 6BH,Install,Medium,48h,2026-06-01T08:00,2026-06-01T13:00,E-0042,BG-PUMP-071,In Progress,Complete,True,Parts unavailable
J-00221,CU-7651,North,YO14 5CK,Smart Meter Exchange,High,4h,2026-06-11T08:00,2026-06-06T11:00,E-0084,BG-EV-089,Rescheduled,Complete,True,Engineer absence
J-00222,CU-4020,Midlands,NG16 4CA,Service,High,4h,2026-06-03T08:00,2026-06-13T11:00,E-0028,BG-BOILE-025,Completed,Complete,True,Carrier delay
J-00223,CU-6699,Wales,LL83 4HD,Install,Low,48h,2026-06-09T08:00,2026-06-06T16:00,E-0029,BG-EV-063,At Risk,Open,True,None
J-00224,CU-5012,Scotland,AB6 6FH,Service,Medium,48h,2026-06-08T08:00,2026-06-14T17:00,E-0003,BG-EV-020,Scheduled,Complete,True,Carrier delay
J-00225,CU-5539,South,OX22 1HD,Emergency,Medium,4h,2026-06-03T08:00,2026-06-17T12:00,E-0119,BG-BOILE-028,Rescheduled,Failed Visit,False,None
J-00226,CU-2776,Scotland,DD30 3EJ,Smart Meter Exchange,Medium,48h,2026-06-06T08:00,2026-06-20T17:00,E-0085,BG-EV-027,Rescheduled,Open,False,Weather
J-00227,CU-2369,Scotland,AB68 9BE,Install,Medium,Same Day,2026-06-06T08:00,2026-06-02T15:00,E-0063,BG-EV-089,In Progress,Open,True,Parts unavailable
J-00228,CU-3423,South,OX86 9HE,Emergency,Critical,Same Day,2026-06-06T08:00,2026-06-10T17:00,E-0080,BG-PIPEW-075,Scheduled,Failed Visit,False,Weather
J-00229,CU-1868,London,SW27 4GK,Smart Meter Exchange,Low,Next Day,2026-06-01T08:00,2026-06-20T17:00,E-0024,BG-SENSO-012,In Progress,Complete,True,None
J-00230,CU-6038,London,SW39 3AD,Emergency,High,Next Day,2026-06-17T08:00,2026-06-14T12:00,E-0014,BG-PIPEW-083,Completed,Failed Visit,True,None
J-00231,CU-9207,South,OX23 5FC,Emergency,Critical,Next Day,2026-06-02T08:00,2026-06-10T09:00,E-0110,BG-METER-087,Completed,Open,True,Parts unavailable
J-00232,CU-9272,North,L98 6GB,Emergency,Low,4h,2026-06-01T08:00,2026-06-06T12:00,E-0106,BG-BOILE-059,Scheduled,Complete,True,Carrier delay
J-00233,CU-7672,North,LS22 3DK,Smart Meter Exchange,High,4h,2026-06-08T08:00,2026-06-15T13:00,E-0043,BG-PUMP-088,Completed,Customer Cancelled,False,None
J-00234,CU-4487,Midlands,B23 4EF,Install,Critical,48h,2026-06-17T08:00,2026-06-18T11:00,E-0056,BG-EV-006,Rescheduled,Complete,True,Weather
J-00235,CU-3713,South,RG97 7KK,Emergency,Medium,48h,2026-06-03T08:00,2026-06-17T13:00,E-0019,BG-SENSO-068,Rescheduled,Failed Visit,True,Carrier delay
J-00236,CU-5664,Midlands,B45 7BC,Smart Meter Exchange,Low,Next Day,2026-06-01T08:00,2026-06-18T11:00,E-0052,BG-EV-082,Rescheduled,Failed Visit,True,Carrier delay
J-00237,CU-1903,London,E98 7JD,Repair,Critical,Same Day,2026-06-11T08:00,2026-06-01T09:00,E-0009,BG-BOILE-025,At Risk,Complete,False,Carrier delay
J-00238,CU-7744,Wales,SA77 3FA,Smart Meter Exchange,Critical,48h,2026-06-16T08:00,2026-06-13T09:00,E-0021,BG-PIPEW-075,Rescheduled,Complete,True,Traffic
J-00239,CU-3763,South,OX42 1CG,Install,Critical,4h,2026-06-14T08:00,2026-06-09T13:00,E-0007,BG-PIPEW-014,In Progress,Customer Cancelled,False,Parts unavailable
J-00240,CU-8175,Wales,SA98 7DJ,Service,Critical,Same Day,2026-06-18T08:00,2026-06-11T15:00,E-0004,BG-EV-010,Completed,Open,True,Carrier delay
J-00241,CU-1646,London,W76 9ED,Emergency,Medium,4h,2026-06-06T08:00,2026-06-05T09:00,E-0109,BG-METER-087,Completed,Complete,True,Carrier delay
J-00242,CU-3521,Midlands,CV41 9KD,Emergency,Critical,Next Day,2026-06-17T08:00,2026-06-01T15:00,E-0083,BG-VALVE-050,In Progress,Open,True,Traffic
J-00243,CU-6535,Wales,NP23 6GC,Smart Meter Exchange,High,48h,2026-06-19T08:00,2026-06-08T12:00,E-0044,BG-PUMP-046,Rescheduled,Failed Visit,True,None
J-00244,CU-6370,South,PO14 4CF,Smart Meter Exchange,High,48h,2026-06-16T08:00,2026-06-17T10:00,E-0031,BG-BOILE-066,At Risk,Customer Cancelled,True,Traffic
J-00245,CU-6315,North,YO65 7HJ,Emergency,Medium,Next Day,2026-06-06T08:00,2026-06-05T16:00,E-0091,BG-SENSO-068,Completed,Failed Visit,True,Engineer absence
J-00246,CU-5651,South,SO37 9JK,Emergency,Low,48h,2026-06-05T08:00,2026-06-16T12:00,E-0055,BG-METER-030,At Risk,Customer Cancelled,True,Engineer absence
J-00247,CU-5265,Scotland,AB72 5HC,Emergency,High,4h,2026-06-11T08:00,2026-06-05T10:00,E-0066,BG-EV-008,At Risk,Customer Cancelled,True,Engineer absence
J-00248,CU-8586,Scotland,DD29 3GE,Service,Critical,Next Day,2026-06-09T08:00,2026-06-09T16:00,E-0079,BG-METER-055,Scheduled,Open,False,Weather
J-00249,CU-9010,North,YO88 8JJ,Smart Meter Exchange,Low,Next Day,2026-06-07T08:00,2026-06-12T17:00,E-0046,BG-PUMP-064,In Progress,Open,True,Engineer absence
J-00250,CU-1080,London,W54 8BD,Smart Meter Exchange,Low,4h,2026-06-04T08:00,2026-06-05T15:00,E-0007,BG-METER-015,In Progress,Open,True,None
J-00251,CU-5939,Midlands,NG14 3EC,Repair,Critical,Next Day,2026-06-01T08:00,2026-06-18T15:00,E-0081,BG-PIPEW-014,Rescheduled,Open,True,Traffic
J-00252,CU-3653,Wales,NP30 9HE,Repair,High,4h,2026-06-15T08:00,2026-06-03T15:00,E-0055,BG-BOILE-059,Rescheduled,Complete,False,Weather
J-00253,CU-5116,London,SW14 3EH,Emergency,Critical,4h,2026-06-02T08:00,2026-06-18T09:00,E-0099,BG-BOILE-005,Scheduled,Complete,True,None
J-00254,CU-2305,Scotland,G37 6JE,Emergency,Medium,Same Day,2026-06-13T08:00,2026-06-06T10:00,E-0091,BG-SENSO-070,In Progress,Complete,True,None
J-00255,CU-7602,Scotland,DD55 2EF,Smart Meter Exchange,Critical,4h,2026-06-04T08:00,2026-06-02T16:00,E-0076,BG-PUMP-043,At Risk,Customer Cancelled,True,None
J-00256,CU-7792,Wales,NP78 9EB,Emergency,Low,4h,2026-06-05T08:00,2026-06-07T16:00,E-0037,BG-SENSO-086,Scheduled,Customer Cancelled,False,Weather
J-00257,CU-9404,South,OX65 8CB,Repair,Low,4h,2026-06-18T08:00,2026-06-17T13:00,E-0119,BG-BOILE-034,Rescheduled,Complete,True,None
J-00258,CU-7938,North,YO65 3HG,Smart Meter Exchange,Low,4h,2026-06-09T08:00,2026-06-02T14:00,E-0030,BG-EV-006,Scheduled,Failed Visit,True,None
J-00259,CU-6538,London,E50 3CF,Smart Meter Exchange,High,48h,2026-06-09T08:00,2026-06-18T17:00,E-0017,BG-PIPEW-014,Scheduled,Open,False,Traffic
J-00260,CU-5561,South,SO64 3EB,Smart Meter Exchange,Critical,48h,2026-06-11T08:00,2026-06-21T09:00,E-0112,BG-BOILE-021,In Progress,Failed Visit,True,Traffic
J-00261,CU-1807,Scotland,G16 3KC,Repair,Low,Next Day,2026-06-08T08:00,2026-06-13T09:00,E-0045,BG-PUMP-029,Scheduled,Complete,True,Weather
J-00262,CU-6091,Scotland,AB55 6HH,Install,Critical,48h,2026-06-10T08:00,2026-06-11T12:00,E-0025,BG-BOILE-004,Rescheduled,Complete,False,Weather
J-00263,CU-2698,London,E23 5BB,Install,Medium,48h,2026-06-02T08:00,2026-06-01T17:00,E-0002,BG-VALVE-078,Scheduled,Customer Cancelled,True,Carrier delay
J-00264,CU-3021,Scotland,IV89 4JF,Install,Medium,Next Day,2026-06-02T08:00,2026-06-02T15:00,E-0033,BG-BOILE-022,Completed,Failed Visit,True,Traffic
J-00265,CU-4184,Wales,CF50 4FJ,Smart Meter Exchange,High,Next Day,2026-06-08T08:00,2026-06-11T12:00,E-0113,BG-BOILE-032,Completed,Complete,True,None
J-00266,CU-9645,North,YO20 1EF,Emergency,High,48h,2026-06-04T08:00,2026-06-09T16:00,E-0088,BG-SENSO-080,In Progress,Failed Visit,True,Weather
J-00267,CU-1733,South,BN2 3DC,Repair,Critical,4h,2026-06-17T08:00,2026-06-13T16:00,E-0056,BG-PUMP-029,At Risk,Complete,False,None
J-00268,CU-7212,Midlands,LE10 6AA,Emergency,Low,48h,2026-06-14T08:00,2026-06-09T10:00,E-0010,BG-PUMP-071,Scheduled,Customer Cancelled,True,Traffic
J-00269,CU-8101,North,YO72 9KB,Emergency,Low,4h,2026-06-12T08:00,2026-06-01T14:00,E-0103,BG-EV-035,Rescheduled,Customer Cancelled,True,Parts unavailable
J-00270,CU-3370,Scotland,AB12 7CG,Install,High,Same Day,2026-06-05T08:00,2026-06-20T16:00,E-0043,BG-PUMP-071,Rescheduled,Complete,False,Weather
J-00271,CU-9465,South,PO21 5HD,Repair,High,48h,2026-06-03T08:00,2026-06-13T17:00,E-0119,BG-PIPEW-007,Completed,Complete,True,Weather
J-00272,CU-2419,Midlands,NG74 5JF,Install,High,Same Day,2026-06-19T08:00,2026-06-17T16:00,E-0053,BG-PIPEW-014,Rescheduled,Open,True,Weather
J-00273,CU-9940,Scotland,DD5 7HD,Smart Meter Exchange,High,Next Day,2026-06-10T08:00,2026-06-18T17:00,E-0025,BG-BOILE-034,Rescheduled,Failed Visit,True,Parts unavailable
J-00274,CU-2666,South,PO13 2BH,Smart Meter Exchange,Low,4h,2026-06-01T08:00,2026-06-05T14:00,E-0104,BG-PIPEW-007,Completed,Customer Cancelled,True,Engineer absence
J-00275,CU-5253,Scotland,DD82 6AH,Install,Critical,48h,2026-06-04T08:00,2026-06-15T12:00,E-0109,BG-PUMP-088,In Progress,Customer Cancelled,True,Carrier delay
J-00276,CU-6578,Scotland,EH6 6GB,Repair,Critical,48h,2026-06-16T08:00,2026-06-19T09:00,E-0083,BG-BOILE-036,Scheduled,Customer Cancelled,True,Carrier delay
J-00277,CU-3448,Midlands,CV29 5FB,Repair,Critical,4h,2026-06-19T08:00,2026-06-02T15:00,E-0108,BG-BOILE-021,Scheduled,Failed Visit,True,Parts unavailable
J-00278,CU-1100,Scotland,EH25 7CB,Smart Meter Exchange,High,4h,2026-06-12T08:00,2026-06-17T10:00,E-0067,BG-METER-030,Rescheduled,Customer Cancelled,False,Engineer absence
J-00279,CU-9792,Wales,SA81 4CC,Repair,Medium,4h,2026-06-09T08:00,2026-06-09T16:00,E-0036,BG-VALVE-062,In Progress,Open,True,Engineer absence
J-00280,CU-3140,Scotland,IV12 7FA,Emergency,Medium,48h,2026-06-07T08:00,2026-06-01T09:00,E-0045,BG-METER-017,Rescheduled,Open,True,Weather
J-00281,CU-7843,South,RG59 1GD,Emergency,High,4h,2026-06-19T08:00,2026-06-17T15:00,E-0047,BG-SENSO-068,Completed,Complete,True,Traffic
J-00282,CU-1643,Midlands,NG95 8KK,Repair,Low,Same Day,2026-06-08T08:00,2026-06-10T10:00,E-0085,BG-BOILE-022,Rescheduled,Customer Cancelled,True,Traffic
J-00283,CU-6496,Scotland,EH47 4GF,Smart Meter Exchange,Low,Next Day,2026-06-13T08:00,2026-06-13T17:00,E-0049,BG-EV-089,Scheduled,Customer Cancelled,True,Parts unavailable
J-00284,CU-5338,Wales,SY75 4DC,Emergency,Critical,Next Day,2026-06-11T08:00,2026-06-10T12:00,E-0092,BG-SENSO-052,Scheduled,Customer Cancelled,False,Carrier delay
J-00285,CU-1414,London,W53 6CD,Emergency,Low,48h,2026-06-05T08:00,2026-06-19T15:00,E-0052,BG-PUMP-071,Completed,Customer Cancelled,True,Parts unavailable
J-00286,CU-1574,South,PO16 4GK,Install,Medium,Same Day,2026-06-17T08:00,2026-06-13T11:00,E-0117,BG-METER-017,Scheduled,Open,True,Carrier delay
J-00287,CU-4070,Midlands,LE78 8BJ,Service,High,48h,2026-06-02T08:00,2026-06-04T09:00,E-0063,BG-METER-030,Scheduled,Open,False,Weather
J-00288,CU-7177,Wales,SA80 6DF,Repair,Low,Same Day,2026-06-16T08:00,2026-06-08T10:00,E-0110,BG-SENSO-019,Scheduled,Complete,True,Traffic
J-00289,CU-5450,North,M73 2KG,Smart Meter Exchange,High,Next Day,2026-06-15T08:00,2026-06-18T16:00,E-0046,BG-SENSO-061,In Progress,Complete,True,Weather
J-00290,CU-8542,Wales,LL90 9JK,Emergency,Low,Next Day,2026-06-08T08:00,2026-06-21T12:00,E-0081,BG-PUMP-074,Rescheduled,Failed Visit,True,Parts unavailable
J-00291,CU-1553,London,SE43 1AG,Service,Medium,Next Day,2026-06-08T08:00,2026-06-16T12:00,E-0005,BG-VALVE-062,Rescheduled,Customer Cancelled,True,Traffic
J-00292,CU-5217,North,M40 2GK,Smart Meter Exchange,High,Same Day,2026-06-09T08:00,2026-06-09T16:00,E-0037,BG-BOILE-021,In Progress,Failed Visit,True,Weather
J-00293,CU-6516,South,RG75 3CA,Service,Critical,4h,2026-06-10T08:00,2026-06-09T15:00,E-0109,BG-PUMP-069,Completed,Customer Cancelled,True,None
J-00294,CU-5796,London,N34 7DB,Repair,Medium,Same Day,2026-06-15T08:00,2026-06-19T15:00,E-0065,BG-PUMP-071,At Risk,Complete,True,None
J-00295,CU-3012,Wales,NP59 6AH,Emergency,High,48h,2026-06-12T08:00,2026-06-11T12:00,E-0116,BG-PIPEW-058,Scheduled,Open,True,Traffic
J-00296,CU-7781,London,E80 3EA,Emergency,Medium,Same Day,2026-06-18T08:00,2026-06-15T11:00,E-0101,BG-BOILE-059,At Risk,Open,True,Traffic
J-00297,CU-8941,South,SO89 1DK,Service,Medium,4h,2026-06-19T08:00,2026-06-20T13:00,E-0089,BG-BOILE-025,Completed,Open,True,Carrier delay
J-00298,CU-7130,Wales,SY88 7JF,Repair,Medium,Same Day,2026-06-15T08:00,2026-06-16T13:00,E-0080,BG-BOILE-025,In Progress,Customer Cancelled,False,Weather
J-00299,CU-7590,Midlands,CV56 4HC,Emergency,High,Next Day,2026-06-06T08:00,2026-06-02T15:00,E-0049,BG-BOILE-011,Scheduled,Failed Visit,True,Engineer absence
J-00300,CU-1015,South,BN50 3KJ,Emergency,Low,48h,2026-06-08T08:00,2026-06-11T17:00,E-0042,BG-SENSO-038,At Risk,Customer Cancelled,True,Traffic
J-00301,CU-1343,London,N91 1AA,Install,High,Same Day,2026-06-18T08:00,2026-06-11T12:00,E-0070,BG-EV-063,At Risk,Open,True,None
J-00302,CU-2868,Scotland,IV97 7CG,Emergency,Critical,Same Day,2026-06-14T08:00,2026-06-18T13:00,E-0100,BG-EV-008,Scheduled,Complete,True,None
J-00303,CU-7713,South,BN59 9BF,Smart Meter Exchange,Low,Same Day,2026-06-18T08:00,2026-06-10T14:00,E-0085,BG-PUMP-090,At Risk,Open,True,Engineer absence
J-00304,CU-9159,London,SE72 6KK,Install,Low,Next Day,2026-06-03T08:00,2026-06-17T12:00,E-0103,BG-PUMP-018,Rescheduled,Failed Visit,True,None
J-00305,CU-1674,Wales,LL62 5JJ,Service,Low,Next Day,2026-06-04T08:00,2026-06-18T14:00,E-0054,BG-VALVE-016,In Progress,Complete,False,Parts unavailable
J-00306,CU-8007,London,SE89 2AD,Install,Medium,Next Day,2026-06-09T08:00,2026-06-05T09:00,E-0051,BG-PIPEW-013,At Risk,Failed Visit,True,Engineer absence
J-00307,CU-6120,North,M63 2CE,Install,Medium,Same Day,2026-06-04T08:00,2026-06-06T09:00,E-0001,BG-VALVE-002,In Progress,Customer Cancelled,True,Parts unavailable
J-00308,CU-2376,London,SW9 1FA,Smart Meter Exchange,Critical,Next Day,2026-06-10T08:00,2026-06-20T10:00,E-0034,BG-PUMP-069,At Risk,Customer Cancelled,True,Traffic
