event_id,shipment_id,warehouse_id,event_type,event_timestamp,part_id,quantity,status
WMS-00124-4,SH-00124,W-MAN,Pick Started,2026-06-08T17:51,UT-BOILE-004,11,Open
WMS-00124-5,SH-00124,W-MAN,Pick Completed,2026-06-08T19:22,UT-BOILE-004,8,Completed
WMS-00125-0,SH-00125,W-MAN,ASN Received,2026-06-05T13:38,UT-VALVE-085,11,Exception
WMS-00125-1,SH-00125,W-LON,Goods Received,2026-06-05T15:15,UT-VALVE-085,19,Completed
WMS-00125-2,SH-00125,W-GLA,Putaway Completed,2026-06-05T17:01,UT-VALVE-085,21,Exception
WMS-00125-3,SH-00125,W-COV,Stock Adjustment,2026-06-05T19:58,UT-VALVE-085,15,Open
WMS-00125-4,SH-00125,W-MAN,Pick Started,2026-06-05T21:53,UT-VALVE-085,13,Completed
WMS-00125-5,SH-00125,W-COV,Pick Completed,2026-06-05T23:21,UT-VALVE-085,21,Completed
WMS-00126-0,SH-00126,W-GLA,ASN Received,2026-06-10T12:04,UT-SENSO-061,9,Open
WMS-00126-1,SH-00126,W-LON,Goods Received,2026-06-10T14:17,UT-SENSO-061,23,Completed
WMS-00126-2,SH-00126,W-MAN,Putaway Completed,2026-06-10T16:37,UT-SENSO-061,15,Completed
WMS-00127-0,SH-00127,W-MAN,ASN Received,2026-06-21T15:54,UT-PIPEW-041,17,Completed
WMS-00127-1,SH-00127,W-MAN,Goods Received,2026-06-21T17:14,UT-PIPEW-041,12,Open
WMS-00127-2,SH-00127,W-LON,Putaway Completed,2026-06-21T19:55,UT-PIPEW-041,20,Exception
WMS-00127-3,SH-00127,W-MAN,Stock Adjustment,2026-06-21T21:49,UT-PIPEW-041,13,Completed
WMS-00127-4,SH-00127,W-COV,Pick Started,2026-06-21T23:17,UT-PIPEW-041,14,Completed
WMS-00127-5,SH-00127,W-GLA,Pick Completed,2026-06-22T01:55,UT-PIPEW-041,19,Exception
WMS-00127-6,SH-00127,W-COV,Pack Completed,2026-06-22T03:09,UT-PIPEW-041,15,Completed
WMS-00127-7,SH-00127,W-COV,Shipment Created,2026-06-22T05:15,UT-PIPEW-041,1,Open
WMS-00128-0,SH-00128,W-COV,ASN Received,2026-06-17T15:57,UT-EV-035,2,Exception
WMS-00128-1,SH-00128,W-GLA,Goods Received,2026-06-17T17:15,UT-EV-035,3,Exception
WMS-00128-2,SH-00128,W-COV,Putaway Completed,2026-06-17T19:17,UT-EV-035,8,Exception
WMS-00129-0,SH-00129,W-GLA,ASN Received,2026-06-04T11:30,UT-SENSO-052,19,Completed
WMS-00129-1,SH-00129,W-LON,Goods Received,2026-06-04T13:55,UT-SENSO-052,8,Open
WMS-00129-2,SH-00129,W-COV,Putaway Completed,2026-06-04T15:02,UT-SENSO-052,1,Exception
WMS-00129-3,SH-00129,W-GLA,Stock Adjustment,2026-06-04T17:53,UT-SENSO-052,8,Exception
WMS-00129-4,SH-00129,W-MAN,Pick Started,2026-06-04T19:48,UT-SENSO-052,5,Completed
WMS-00129-5,SH-00129,W-COV,Pick Completed,2026-06-04T21:19,UT-SENSO-052,24,Open
WMS-00129-6,SH-00129,W-LON,Pack Completed,2026-06-04T23:31,UT-SENSO-052,24,Open
WMS-00130-0,SH-00130,W-MAN,ASN Received,2026-06-09T13:16,UT-VALVE-033,22,Open
WMS-00130-1,SH-00130,W-GLA,Goods Received,2026-06-09T15:25,UT-VALVE-033,19,Open
WMS-00130-2,SH-00130,W-GLA,Putaway Completed,2026-06-09T17:19,UT-VALVE-033,7,Completed
WMS-00130-3,SH-00130,W-GLA,Stock Adjustment,2026-06-09T19:53,UT-VALVE-033,20,Completed
WMS-00130-4,SH-00130,W-LON,Pick Started,2026-06-09T21:50,UT-VALVE-033,15,Exception
WMS-00130-5,SH-00130,W-GLA,Pick Completed,2026-06-09T23:18,UT-VALVE-033,4,Completed
WMS-00130-6,SH-00130,W-LON,Pack Completed,2026-06-10T01:59,UT-VALVE-033,22,Completed
WMS-00131-0,SH-00131,W-LON,ASN Received,2026-06-10T17:27,UT-PUMP-088,13,Completed
WMS-00131-1,SH-00131,W-GLA,Goods Received,2026-06-10T19:58,UT-PUMP-088,10,Exception
WMS-00131-2,SH-00131,W-GLA,Putaway Completed,2026-06-10T21:11,UT-PUMP-088,19,Open
WMS-00131-3,SH-00131,W-GLA,Stock Adjustment,2026-06-10T23:51,UT-PUMP-088,19,Completed
WMS-00132-0,SH-00132,W-LON,ASN Received,2026-06-14T16:08,UT-BOILE-026,13,Exception
WMS-00132-1,SH-00132,W-COV,Goods Received,2026-06-14T18:29,UT-BOILE-026,17,Open
WMS-00132-2,SH-00132,W-COV,Putaway Completed,2026-06-14T20:05,UT-BOILE-026,2,Open
WMS-00133-0,SH-00133,W-COV,ASN Received,2026-06-10T17:59,UT-PIPEW-014,4,Open
WMS-00133-1,SH-00133,W-LON,Goods Received,2026-06-10T19:30,UT-PIPEW-014,6,Completed
WMS-00133-2,SH-00133,W-GLA,Putaway Completed,2026-06-10T21:52,UT-PIPEW-014,20,Exception
WMS-00133-3,SH-00133,W-LON,Stock Adjustment,2026-06-10T23:54,UT-PIPEW-014,22,Exception
WMS-00133-4,SH-00133,W-COV,Pick Started,2026-06-11T01:27,UT-PIPEW-014,5,Exception
WMS-00133-5,SH-00133,W-COV,Pick Completed,2026-06-11T03:11,UT-PIPEW-014,5,Exception
WMS-00134-0,SH-00134,W-LON,ASN Received,2026-06-18T11:32,UT-METER-031,3,Completed
WMS-00134-1,SH-00134,W-MAN,Goods Received,2026-06-18T13:22,UT-METER-031,21,Exception
WMS-00134-2,SH-00134,W-GLA,Putaway Completed,2026-06-18T15:29,UT-METER-031,23,Completed
WMS-00134-3,SH-00134,W-GLA,Stock Adjustment,2026-06-18T17:50,UT-METER-031,22,Open
WMS-00134-4,SH-00134,W-LON,Pick Started,2026-06-18T19:04,UT-METER-031,21,Open
WMS-00135-0,SH-00135,W-LON,ASN Received,2026-06-19T16:24,UT-SENSO-061,5,Exception
WMS-00135-1,SH-00135,W-MAN,Goods Received,2026-06-19T18:12,UT-SENSO-061,9,Open
WMS-00135-2,SH-00135,W-LON,Putaway Completed,2026-06-19T20:43,UT-SENSO-061,10,Completed
WMS-00136-0,SH-00136,W-COV,ASN Received,2026-06-07T09:31,UT-BOILE-021,8,Completed
WMS-00136-1,SH-00136,W-GLA,Goods Received,2026-06-07T11:01,UT-BOILE-021,8,Open
WMS-00136-2,SH-00136,W-GLA,Putaway Completed,2026-06-07T13:24,UT-BOILE-021,23,Open
WMS-00137-0,SH-00137,W-COV,ASN Received,2026-06-18T17:06,UT-BOILE-021,2,Open
WMS-00137-1,SH-00137,W-MAN,Goods Received,2026-06-18T19:41,UT-BOILE-021,12,Open
WMS-00137-2,SH-00137,W-LON,Putaway Completed,2026-06-18T21:19,UT-BOILE-021,8,Completed
WMS-00137-3,SH-00137,W-COV,Stock Adjustment,2026-06-18T23:01,UT-BOILE-021,7,Exception
WMS-00137-4,SH-00137,W-LON,Pick Started,2026-06-19T01:43,UT-BOILE-021,22,Exception
WMS-00137-5,SH-00137,W-COV,Pick Completed,2026-06-19T03:35,UT-BOILE-021,16,Completed
WMS-00137-6,SH-00137,W-LON,Pack Completed,2026-06-19T05:49,UT-BOILE-021,13,Exception
WMS-00137-7,SH-00137,W-MAN,Shipment Created,2026-06-19T07:27,UT-BOILE-021,23,Open
WMS-00138-0,SH-00138,W-COV,ASN Received,2026-06-04T17:04,UT-PUMP-018,9,Exception
WMS-00138-1,SH-00138,W-MAN,Goods Received,2026-06-04T19:31,UT-PUMP-018,23,Exception
WMS-00138-2,SH-00138,W-GLA,Putaway Completed,2026-06-04T21:57,UT-PUMP-018,8,Open
WMS-00138-3,SH-00138,W-GLA,Stock Adjustment,2026-06-04T23:23,UT-PUMP-018,18,Open
WMS-00138-4,SH-00138,W-MAN,Pick Started,2026-06-05T01:33,UT-PUMP-018,9,Open
WMS-00138-5,SH-00138,W-COV,Pick Completed,2026-06-05T03:03,UT-PUMP-018,12,Open
WMS-00138-6,SH-00138,W-LON,Pack Completed,2026-06-05T05:17,UT-PUMP-018,3,Completed
WMS-00138-7,SH-00138,W-MAN,Shipment Created,2026-06-05T07:53,UT-PUMP-018,17,Completed
WMS-00139-0,SH-00139,W-MAN,ASN Received,2026-06-12T10:48,UT-PUMP-071,1,Open
WMS-00139-1,SH-00139,W-LON,Goods Received,2026-06-12T12:55,UT-PUMP-071,14,Exception
WMS-00139-2,SH-00139,W-COV,Putaway Completed,2026-06-12T14:51,UT-PUMP-071,4,Exception
WMS-00139-3,SH-00139,W-LON,Stock Adjustment,2026-06-12T16:46,UT-PUMP-071,22,Open
WMS-00139-4,SH-00139,W-LON,Pick Started,2026-06-12T18:27,UT-PUMP-071,19,Exception
WMS-00140-0,SH-00140,W-COV,ASN Received,2026-06-13T15:37,UT-BOILE-067,3,Open
WMS-00140-1,SH-00140,W-GLA,Goods Received,2026-06-13T17:04,UT-BOILE-067,15,Completed
WMS-00140-2,SH-00140,W-GLA,Putaway Completed,2026-06-13T19:49,UT-BOILE-067,9,Open
WMS-00140-3,SH-00140,W-LON,Stock Adjustment,2026-06-13T21:08,UT-BOILE-067,8,Exception
WMS-00140-4,SH-00140,W-MAN,Pick Started,2026-06-13T23:09,UT-BOILE-067,20,Exception
WMS-00140-5,SH-00140,W-COV,Pick Completed,2026-06-14T01:14,UT-BOILE-067,4,Exception
WMS-00141-0,SH-00141,W-GLA,ASN Received,2026-06-15T17:59,UT-PUMP-024,5,Exception
WMS-00141-1,SH-00141,W-COV,Goods Received,2026-06-15T19:06,UT-PUMP-024,20,Completed
WMS-00141-2,SH-00141,W-GLA,Putaway Completed,2026-06-15T21:32,UT-PUMP-024,23,Exception
WMS-00142-0,SH-00142,W-COV,ASN Received,2026-06-07T14:22,UT-PIPEW-075,18,Exception
WMS-00142-1,SH-00142,W-COV,Goods Received,2026-06-07T16:58,UT-PIPEW-075,12,Exception
WMS-00142-2,SH-00142,W-LON,Putaway Completed,2026-06-07T18:38,UT-PIPEW-075,8,Open
WMS-00142-3,SH-00142,W-LON,Stock Adjustment,2026-06-07T20:14,UT-PIPEW-075,19,Completed
WMS-00142-4,SH-00142,W-MAN,Pick Started,2026-06-07T22:49,UT-PIPEW-075,14,Exception
WMS-00143-0,SH-00143,W-COV,ASN Received,2026-06-10T13:46,UT-SENSO-086,2,Completed
WMS-00143-1,SH-00143,W-GLA,Goods Received,2026-06-10T15:28,UT-SENSO-086,14,Exception
WMS-00143-2,SH-00143,W-LON,Putaway Completed,2026-06-10T17:47,UT-SENSO-086,14,Open
WMS-00143-3,SH-00143,W-LON,Stock Adjustment,2026-06-10T19:44,UT-SENSO-086,5,Exception
WMS-00143-4,SH-00143,W-MAN,Pick Started,2026-06-10T21:46,UT-SENSO-086,19,Exception
WMS-00143-5,SH-00143,W-COV,Pick Completed,2026-06-10T23:09,UT-SENSO-086,1,Exception
WMS-00143-6,SH-00143,W-GLA,Pack Completed,2026-06-11T01:43,UT-SENSO-086,21,Open
WMS-00144-0,SH-00144,W-MAN,ASN Received,2026-06-17T17:18,UT-BOILE-042,9,Exception
WMS-00144-1,SH-00144,W-COV,Goods Received,2026-06-17T19:59,UT-BOILE-042,8,Exception
WMS-00144-2,SH-00144,W-GLA,Putaway Completed,2026-06-17T21:09,UT-BOILE-042,4,Completed
WMS-00144-3,SH-00144,W-MAN,Stock Adjustment,2026-06-17T23:01,UT-BOILE-042,20,Completed
WMS-00145-0,SH-00145,W-COV,ASN Received,2026-06-16T08:15,UT-PUMP-069,5,Exception
WMS-00145-1,SH-00145,W-LON,Goods Received,2026-06-16T10:55,UT-PUMP-069,8,Exception
WMS-00145-2,SH-00145,W-MAN,Putaway Completed,2026-06-16T12:16,UT-PUMP-069,16,Completed
WMS-00145-3,SH-00145,W-LON,Stock Adjustment,2026-06-16T14:52,UT-PUMP-069,6,Exception
WMS-00145-4,SH-00145,W-LON,Pick Started,2026-06-16T16:18,UT-PUMP-069,5,Completed
WMS-00145-5,SH-00145,W-COV,Pick Completed,2026-06-16T18:33,UT-PUMP-069,24,Exception
WMS-00145-6,SH-00145,W-MAN,Pack Completed,2026-06-16T20:00,UT-PUMP-069,14,Completed
WMS-00145-7,SH-00145,W-LON,Shipment Created,2026-06-16T22:35,UT-PUMP-069,20,Completed
WMS-00146-0,SH-00146,W-MAN,ASN Received,2026-06-09T17:49,UT-EV-023,16,Open
WMS-00146-1,SH-00146,W-LON,Goods Received,2026-06-09T19:43,UT-EV-023,8,Completed
WMS-00146-2,SH-00146,W-GLA,Putaway Completed,2026-06-09T21:17,UT-EV-023,17,Completed
WMS-00146-3,SH-00146,W-LON,Stock Adjustment,2026-06-09T23:03,UT-EV-023,18,Open
WMS-00146-4,SH-00146,W-GLA,Pick Started,2026-06-10T01:43,UT-EV-023,11,Open
WMS-00146-5,SH-00146,W-LON,Pick Completed,2026-06-10T03:51,UT-EV-023,15,Open
WMS-00146-6,SH-00146,W-LON,Pack Completed,2026-06-10T05:16,UT-EV-023,2,Open
WMS-00146-7,SH-00146,W-LON,Shipment Created,2026-06-10T07:46,UT-EV-023,8,Open
WMS-00147-0,SH-00147,W-COV,ASN Received,2026-06-14T11:32,UT-EV-006,13,Open
WMS-00147-1,SH-00147,W-COV,Goods Received,2026-06-14T13:10,UT-EV-006,10,Open
WMS-00147-2,SH-00147,W-COV,Putaway Completed,2026-06-14T15:14,UT-EV-006,21,Exception
WMS-00148-0,SH-00148,W-GLA,ASN Received,2026-06-13T18:30,UT-BOILE-005,10,Exception
WMS-00148-1,SH-00148,W-MAN,Goods Received,2026-06-13T20:24,UT-BOILE-005,1,Open
WMS-00148-2,SH-00148,W-LON,Putaway Completed,2026-06-13T22:23,UT-BOILE-005,18,Exception
WMS-00148-3,SH-00148,W-COV,Stock Adjustment,2026-06-14T00:28,UT-BOILE-005,8,Exception
WMS-00148-4,SH-00148,W-COV,Pick Started,2026-06-14T02:25,UT-BOILE-005,8,Open
WMS-00148-5,SH-00148,W-GLA,Pick Completed,2026-06-14T04:30,UT-BOILE-005,19,Completed
WMS-00149-0,SH-00149,W-COV,ASN Received,2026-06-21T09:24,UT-BOILE-040,5,Completed
WMS-00149-1,SH-00149,W-MAN,Goods Received,2026-06-21T11:33,UT-BOILE-040,24,Completed
WMS-00149-2,SH-00149,W-MAN,Putaway Completed,2026-06-21T13:12,UT-BOILE-040,15,Completed
WMS-00149-3,SH-00149,W-COV,Stock Adjustment,2026-06-21T15:56,UT-BOILE-040,14,Open
WMS-00149-4,SH-00149,W-MAN,Pick Started,2026-06-21T17:40,UT-BOILE-040,17,Open
WMS-00149-5,SH-00149,W-MAN,Pick Completed,2026-06-21T19:47,UT-BOILE-040,18,Open
WMS-00149-6,SH-00149,W-LON,Pack Completed,2026-06-21T21:00,UT-BOILE-040,10,Completed
WMS-00149-7,SH-00149,W-LON,Shipment Created,2026-06-21T23:18,UT-BOILE-040,24,Exception
WMS-00150-0,SH-00150,W-GLA,ASN Received,2026-06-19T18:40,UT-BOILE-067,18,Completed
WMS-00150-1,SH-00150,W-GLA,Goods Received,2026-06-19T20:40,UT-BOILE-067,1,Completed
WMS-00150-2,SH-00150,W-GLA,Putaway Completed,2026-06-19T22:18,UT-BOILE-067,14,Exception
WMS-00151-0,SH-00151,W-LON,ASN Received,2026-06-09T16:20,UT-BOILE-040,10,Exception
WMS-00151-1,SH-00151,W-COV,Goods Received,2026-06-09T18:15,UT-BOILE-040,18,Open
WMS-00151-2,SH-00151,W-LON,Putaway Completed,2026-06-09T20:49,UT-BOILE-040,13,Exception
WMS-00151-3,SH-00151,W-LON,Stock Adjustment,2026-06-09T22:22,UT-BOILE-040,10,Exception
WMS-00151-4,SH-00151,W-GLA,Pick Started,2026-06-10T00:33,UT-BOILE-040,3,Exception
WMS-00151-5,SH-00151,W-MAN,Pick Completed,2026-06-10T02:10,UT-BOILE-040,21,Open
WMS-00152-0,SH-00152,W-LON,ASN Received,2026-06-16T12:25,UT-SENSO-019,2,Exception
WMS-00152-1,SH-00152,W-GLA,Goods Received,2026-06-16T14:17,UT-SENSO-019,21,Completed
WMS-00152-2,SH-00152,W-COV,Putaway Completed,2026-06-16T16:55,UT-SENSO-019,23,Open
WMS-00152-3,SH-00152,W-LON,Stock Adjustment,2026-06-16T18:31,UT-SENSO-019,6,Open
WMS-00152-4,SH-00152,W-COV,Pick Started,2026-06-16T20:02,UT-SENSO-019,12,Completed
WMS-00152-5,SH-00152,W-MAN,Pick Completed,2026-06-16T22:45,UT-SENSO-019,24,Completed
WMS-00152-6,SH-00152,W-MAN,Pack Completed,2026-06-17T00:05,UT-SENSO-019,14,Completed
WMS-00152-7,SH-00152,W-COV,Shipment Created,2026-06-17T02:28,UT-SENSO-019,21,Exception
WMS-00153-0,SH-00153,W-COV,ASN Received,2026-06-09T11:36,UT-PIPEW-041,15,Completed
WMS-00153-1,SH-00153,W-COV,Goods Received,2026-06-09T13:58,UT-PIPEW-041,3,Completed
WMS-00153-2,SH-00153,W-COV,Putaway Completed,2026-06-09T15:11,UT-PIPEW-041,11,Exception
WMS-00153-3,SH-00153,W-COV,Stock Adjustment,2026-06-09T17:49,UT-PIPEW-041,6,Completed
WMS-00153-4,SH-00153,W-MAN,Pick Started,2026-06-09T19:40,UT-PIPEW-041,12,Open
WMS-00153-5,SH-00153,W-COV,Pick Completed,2026-06-09T21:56,UT-PIPEW-041,24,Completed
WMS-00154-0,SH-00154,W-GLA,ASN Received,2026-06-05T12:44,UT-PUMP-088,17,Exception
WMS-00154-1,SH-00154,W-GLA,Goods Received,2026-06-05T14:05,UT-PUMP-088,17,Completed
WMS-00154-2,SH-00154,W-GLA,Putaway Completed,2026-06-05T16:13,UT-PUMP-088,15,Open
WMS-00154-3,SH-00154,W-COV,Stock Adjustment,2026-06-05T18:59,UT-PUMP-088,4,Exception
WMS-00155-0,SH-00155,W-COV,ASN Received,2026-06-05T15:59,UT-PUMP-081,8,Exception
WMS-00155-1,SH-00155,W-COV,Goods Received,2026-06-05T17:26,UT-PUMP-081,14,Open
WMS-00155-2,SH-00155,W-LON,Putaway Completed,2026-06-05T19:37,UT-PUMP-081,1,Completed
WMS-00155-3,SH-00155,W-MAN,Stock Adjustment,2026-06-05T21:59,UT-PUMP-081,10,Exception
WMS-00155-4,SH-00155,W-MAN,Pick Started,2026-06-05T23:36,UT-PUMP-081,5,Completed
WMS-00156-0,SH-00156,W-MAN,ASN Received,2026-06-10T10:25,UT-PUMP-043,11,Open
WMS-00156-1,SH-00156,W-LON,Goods Received,2026-06-10T12:38,UT-PUMP-043,13,Exception
WMS-00156-2,SH-00156,W-COV,Putaway Completed,2026-06-10T14:22,UT-PUMP-043,16,Exception
WMS-00156-3,SH-00156,W-COV,Stock Adjustment,2026-06-10T16:14,UT-PUMP-043,20,Completed
WMS-00156-4,SH-00156,W-MAN,Pick Started,2026-06-10T18:23,UT-PUMP-043,12,Open
WMS-00157-0,SH-00157,W-COV,ASN Received,2026-06-03T18:19,UT-METER-001,14,Open
WMS-00157-1,SH-00157,W-COV,Goods Received,2026-06-03T20:38,UT-METER-001,15,Exception
WMS-00157-2,SH-00157,W-GLA,Putaway Completed,2026-06-03T22:49,UT-METER-001,16,Exception
WMS-00157-3,SH-00157,W-GLA,Stock Adjustment,2026-06-04T00:54,UT-METER-001,18,Open
WMS-00157-4,SH-00157,W-COV,Pick Started,2026-06-04T02:50,UT-METER-001,6,Open
WMS-00157-5,SH-00157,W-LON,Pick Completed,2026-06-04T04:55,UT-METER-001,22,Completed
WMS-00158-0,SH-00158,W-LON,ASN Received,2026-06-07T16:15,UT-METER-001,6,Completed
WMS-00158-1,SH-00158,W-COV,Goods Received,2026-06-07T18:08,UT-METER-001,24,Completed
WMS-00158-2,SH-00158,W-LON,Putaway Completed,2026-06-07T20:27,UT-METER-001,9,Open
WMS-00158-3,SH-00158,W-LON,Stock Adjustment,2026-06-07T22:44,UT-METER-001,20,Completed
WMS-00158-4,SH-00158,W-LON,Pick Started,2026-06-08T00:02,UT-METER-001,3,Open
WMS-00158-5,SH-00158,W-GLA,Pick Completed,2026-06-08T02:02,UT-METER-001,5,Exception
WMS-00158-6,SH-00158,W-COV,Pack Completed,2026-06-08T04:24,UT-METER-001,17,Exception
WMS-00159-0,SH-00159,W-GLA,ASN Received,2026-06-14T14:29,UT-METER-044,20,Exception
WMS-00159-1,SH-00159,W-GLA,Goods Received,2026-06-14T16:06,UT-METER-044,8,Completed
WMS-00159-2,SH-00159,W-COV,Putaway Completed,2026-06-14T18:45,UT-METER-044,11,Completed
WMS-00159-3,SH-00159,W-COV,Stock Adjustment,2026-06-14T20:39,UT-METER-044,10,Exception
WMS-00159-4,SH-00159,W-LON,Pick Started,2026-06-14T22:37,UT-METER-044,14,Exception
WMS-00160-0,SH-00160,W-LON,ASN Received,2026-06-16T16:26,UT-PUMP-043,1,Open
WMS-00160-1,SH-00160,W-LON,Goods Received,2026-06-16T18:15,UT-PUMP-043,13,Exception
WMS-00160-2,SH-00160,W-MAN,Putaway Completed,2026-06-16T20:24,UT-PUMP-043,20,Completed
WMS-00160-3,SH-00160,W-COV,Stock Adjustment,2026-06-16T22:25,UT-PUMP-043,7,Completed
WMS-00160-4,SH-00160,W-COV,Pick Started,2026-06-17T00:36,UT-PUMP-043,10,Completed
WMS-00160-5,SH-00160,W-MAN,Pick Completed,2026-06-17T02:49,UT-PUMP-043,24,Open
WMS-00160-6,SH-00160,W-LON,Pack Completed,2026-06-17T04:22,UT-PUMP-043,7,Open
WMS-00161-0,SH-00161,W-MAN,ASN Received,2026-06-21T09:10,UT-BOILE-036,19,Exception
WMS-00161-1,SH-00161,W-LON,Goods Received,2026-06-21T11:43,UT-BOILE-036,3,Open
WMS-00161-2,SH-00161,W-COV,Putaway Completed,2026-06-21T13:47,UT-BOILE-036,20,Exception
WMS-00161-3,SH-00161,W-LON,Stock Adjustment,2026-06-21T15:35,UT-BOILE-036,17,Completed
WMS-00161-4,SH-00161,W-MAN,Pick Started,2026-06-21T17:29,UT-BOILE-036,12,Exception
WMS-00161-5,SH-00161,W-MAN,Pick Completed,2026-06-21T19:11,UT-BOILE-036,16,Exception
WMS-00161-6,SH-00161,W-MAN,Pack Completed,2026-06-21T21:20,UT-BOILE-036,5,Open
WMS-00162-0,SH-00162,W-LON,ASN Received,2026-06-15T11:27,UT-BOILE-004,4,Completed
WMS-00162-1,SH-00162,W-MAN,Goods Received,2026-06-15T13:54,UT-BOILE-004,9,Exception
WMS-00162-2,SH-00162,W-COV,Putaway Completed,2026-06-15T15:46,UT-BOILE-004,6,Open
WMS-00162-3,SH-00162,W-LON,Stock Adjustment,2026-06-15T17:42,UT-BOILE-004,11,Completed
WMS-00162-4,SH-00162,W-MAN,Pick Started,2026-06-15T19:50,UT-BOILE-004,16,Completed
WMS-00162-5,SH-00162,W-GLA,Pick Completed,2026-06-15T21:06,UT-BOILE-004,11,Exception
WMS-00162-6,SH-00162,W-COV,Pack Completed,2026-06-15T23:29,UT-BOILE-004,23,Open
WMS-00162-7,SH-00162,W-MAN,Shipment Created,2026-06-16T01:48,UT-BOILE-004,9,Open
WMS-00163-0,SH-00163,W-MAN,ASN Received,2026-06-15T12:22,UT-EV-089,21,Completed
WMS-00163-1,SH-00163,W-GLA,Goods Received,2026-06-15T14:33,UT-EV-089,12,Open
WMS-00163-2,SH-00163,W-LON,Putaway Completed,2026-06-15T16:41,UT-EV-089,6,Exception
WMS-00163-3,SH-00163,W-LON,Stock Adjustment,2026-06-15T18:11,UT-EV-089,16,Open
WMS-00163-4,SH-00163,W-COV,Pick Started,2026-06-15T20:42,UT-EV-089,3,Open
WMS-00163-5,SH-00163,W-MAN,Pick Completed,2026-06-15T22:19,UT-EV-089,7,Completed
WMS-00164-0,SH-00164,W-MAN,ASN Received,2026-06-21T11:46,UT-BOILE-036,3,Completed
WMS-00164-1,SH-00164,W-GLA,Goods Received,2026-06-21T13:03,UT-BOILE-036,7,Completed
WMS-00164-2,SH-00164,W-MAN,Putaway Completed,2026-06-21T15:37,UT-BOILE-036,19,Open
WMS-00165-0,SH-00165,W-GLA,ASN Received,2026-06-11T18:43,UT-PIPEW-013,18,Exception
WMS-00165-1,SH-00165,W-GLA,Goods Received,2026-06-11T20:40,UT-PIPEW-013,15,Completed
WMS-00165-2,SH-00165,W-MAN,Putaway Completed,2026-06-11T22:31,UT-PIPEW-013,1,Open
WMS-00165-3,SH-00165,W-LON,Stock Adjustment,2026-06-12T00:31,UT-PIPEW-013,6,Completed
WMS-00165-4,SH-00165,W-COV,Pick Started,2026-06-12T02:48,UT-PIPEW-013,14,Exception
WMS-00166-0,SH-00166,W-GLA,ASN Received,2026-06-21T18:53,UT-PIPEW-013,24,Open
WMS-00166-1,SH-00166,W-LON,Goods Received,2026-06-21T20:19,UT-PIPEW-013,14,Exception
WMS-00166-2,SH-00166,W-LON,Putaway Completed,2026-06-21T22:48,UT-PIPEW-013,14,Completed
WMS-00166-3,SH-00166,W-LON,Stock Adjustment,2026-06-22T00:03,UT-PIPEW-013,14,Open
WMS-00166-4,SH-00166,W-MAN,Pick Started,2026-06-22T02:29,UT-PIPEW-013,9,Completed
WMS-00167-0,SH-00167,W-LON,ASN Received,2026-06-10T13:08,UT-BOILE-026,24,Completed
WMS-00167-1,SH-00167,W-GLA,Goods Received,2026-06-10T15:49,UT-BOILE-026,24,Open
WMS-00167-2,SH-00167,W-MAN,Putaway Completed,2026-06-10T17:55,UT-BOILE-026,5,Exception
WMS-00168-0,SH-00168,W-GLA,ASN Received,2026-06-15T11:50,UT-PUMP-074,18,Open
WMS-00168-1,SH-00168,W-GLA,Goods Received,2026-06-15T13:36,UT-PUMP-074,11,Exception
WMS-00168-2,SH-00168,W-COV,Putaway Completed,2026-06-15T15:47,UT-PUMP-074,3,Exception
WMS-00169-0,SH-00169,W-LON,ASN Received,2026-06-06T16:41,UT-SENSO-072,22,Completed
WMS-00169-1,SH-00169,W-GLA,Goods Received,2026-06-06T18:57,UT-SENSO-072,23,Exception
WMS-00169-2,SH-00169,W-MAN,Putaway Completed,2026-06-06T20:12,UT-SENSO-072,5,Completed
WMS-00169-3,SH-00169,W-GLA,Stock Adjustment,2026-06-06T22:11,UT-SENSO-072,4,Completed
WMS-00169-4,SH-00169,W-COV,Pick Started,2026-06-07T00:49,UT-SENSO-072,5,Exception
WMS-00169-5,SH-00169,W-GLA,Pick Completed,2026-06-07T02:04,UT-SENSO-072,11,Open
WMS-00169-6,SH-00169,W-MAN,Pack Completed,2026-06-07T04:42,UT-SENSO-072,7,Completed
WMS-00170-0,SH-00170,W-GLA,ASN Received,2026-06-08T11:32,UT-BOILE-021,4,Open
WMS-00170-1,SH-00170,W-COV,Goods Received,2026-06-08T13:00,UT-BOILE-021,13,Open
WMS-00170-2,SH-00170,W-LON,Putaway Completed,2026-06-08T15:54,UT-BOILE-021,4,Open
WMS-00170-3,SH-00170,W-GLA,Stock Adjustment,2026-06-08T17:19,UT-BOILE-021,3,Open
WMS-00170-4,SH-00170,W-GLA,Pick Started,2026-06-08T19:14,UT-BOILE-021,23,Completed
WMS-00170-5,SH-00170,W-LON,Pick Completed,2026-06-08T21:56,UT-BOILE-021,16,Completed
WMS-00171-0,SH-00171,W-MAN,ASN Received,2026-06-05T11:58,UT-PIPEW-083,14,Completed
WMS-00171-1,SH-00171,W-LON,Goods Received,2026-06-05T13:48,UT-PIPEW-083,20,Exception
WMS-00171-2,SH-00171,W-MAN,Putaway Completed,2026-06-05T15:10,UT-PIPEW-083,4,Completed
WMS-00172-0,SH-00172,W-LON,ASN Received,2026-06-03T09:42,UT-PUMP-029,19,Exception
WMS-00172-1,SH-00172,W-GLA,Goods Received,2026-06-03T11:48,UT-PUMP-029,5,Open
