sla_id,job_id,shipment_id,SLA_target_time,current_eta,risk_level,breach_probability,recommended_action
SLA-00255,J-00255,SH-00255,2026-06-21T21:00,2026-06-21T22:23,Medium,0.32,Pre-position part
SLA-00256,J-00256,SH-00256,2026-06-13T04:00,2026-06-13T05:51,High,0.58,Pre-position part
SLA-00257,J-00257,SH-00257,2026-06-05T22:00,2026-06-05T22:31,Low,0.12,Reassign engineer
SLA-00258,J-00258,SH-00258,2026-06-12T07:00,2026-06-12T09:16,Medium,0.52,Reassign engineer
SLA-00259,J-00259,SH-00259,2026-06-07T10:00,2026-06-07T10:00,Low,0.15,Reassign engineer
SLA-00260,J-00260,SH-00260,2026-06-05T17:00,2026-06-05T17:00,Low,0.04,Switch carrier
SLA-00261,J-00261,SH-00261,2026-06-15T08:00,2026-06-15T08:00,Low,0.04,Switch carrier
SLA-00262,J-00262,SH-00262,2026-06-06T08:00,2026-06-06T08:58,Medium,0.37,Expedite shipment
SLA-00263,J-00263,SH-00263,2026-06-08T23:00,2026-06-09T01:35,High,0.6,Reassign engineer
SLA-00264,J-00264,SH-00264,2026-06-18T22:00,2026-06-18T22:35,Low,0.13,Reassign engineer
SLA-00265,J-00265,SH-00265,2026-06-23T09:00,2026-06-23T09:13,Low,0.05,Switch carrier
SLA-00266,J-00266,SH-00266,2026-06-19T09:00,2026-06-19T09:00,Low,0.04,Expedite shipment
SLA-00267,J-00267,SH-00267,2026-06-08T07:00,2026-06-08T07:34,Medium,0.28,Switch carrier
SLA-00268,J-00268,SH-00268,2026-06-09T06:00,2026-06-09T07:38,Medium,0.38,Pre-position part
SLA-00269,J-00269,SH-00269,2026-06-03T22:00,2026-06-03T23:34,Medium,0.36,Pre-position part
SLA-00270,J-00270,SH-00270,2026-06-06T10:00,2026-06-06T10:00,Low,0.15,Switch carrier
SLA-00271,J-00271,SH-00271,2026-06-09T01:00,2026-06-09T01:00,Low,0.04,Switch carrier
SLA-00272,J-00272,SH-00272,2026-06-11T16:00,2026-06-11T17:40,Medium,0.38,Pre-position part
SLA-00273,J-00273,SH-00273,2026-06-06T04:00,2026-06-06T04:40,Low,0.15,Pre-position part
SLA-00274,J-00274,SH-00274,2026-06-16T20:00,2026-06-16T20:00,Low,0.04,Reassign engineer
SLA-00275,J-00275,SH-00275,2026-06-05T10:00,2026-06-05T11:06,Low,0.25,Switch carrier
SLA-00276,J-00276,SH-00276,2026-06-03T09:00,2026-06-03T10:12,Low,0.28,Reassign engineer
SLA-00277,J-00277,SH-00277,2026-06-02T04:00,2026-06-02T04:55,Low,0.21,Switch carrier
SLA-00278,J-00278,SH-00278,2026-06-07T17:00,2026-06-07T18:11,Medium,0.42,Switch carrier
SLA-00279,J-00279,SH-00279,2026-06-05T02:00,2026-06-05T03:42,Medium,0.39,Switch carrier
SLA-00280,J-00280,SH-00280,2026-06-03T01:00,2026-06-03T01:18,Low,0.07,Reassign engineer
SLA-00281,J-00281,SH-00281,2026-06-01T20:00,2026-06-01T20:29,Low,0.11,Pre-position part
SLA-00282,J-00282,SH-00282,2026-06-05T21:00,2026-06-05T23:50,High,0.65,Expedite shipment
SLA-00283,J-00283,SH-00283,2026-06-04T10:00,2026-06-04T11:07,Low,0.26,Pre-position part
SLA-00284,J-00284,SH-00284,2026-06-12T21:00,2026-06-12T23:26,High,0.71,Reassign engineer
SLA-00285,J-00285,SH-00285,2026-06-19T09:00,2026-06-19T09:12,Low,0.05,Expedite shipment
SLA-00286,J-00286,SH-00286,2026-06-07T05:00,2026-06-07T06:02,Low,0.24,Reassign engineer
SLA-00287,J-00287,SH-00287,2026-06-18T11:00,2026-06-18T11:25,Low,0.25,Switch carrier
SLA-00288,J-00288,SH-00288,2026-06-05T15:00,2026-06-05T19:13,High,0.96,Reassign engineer
SLA-00289,J-00289,SH-00289,2026-06-14T09:00,2026-06-14T09:10,Low,0.04,Switch carrier
SLA-00290,J-00290,SH-00290,2026-06-21T23:00,2026-06-22T00:08,Low,0.26,Switch carrier
SLA-00291,J-00291,SH-00291,2026-06-03T00:00,2026-06-03T00:00,Low,0.04,Reassign engineer
SLA-00292,J-00292,SH-00292,2026-06-08T14:00,2026-06-08T15:01,Low,0.23,Pre-position part
SLA-00293,J-00293,SH-00293,2026-06-20T20:00,2026-06-21T00:53,High,0.96,Expedite shipment
SLA-00294,J-00294,SH-00294,2026-06-09T22:00,2026-06-09T22:46,Low,0.18,Pre-position part
SLA-00295,J-00295,SH-00295,2026-06-07T23:00,2026-06-08T03:09,High,0.96,Pre-position part
SLA-00296,J-00296,SH-00296,2026-06-04T03:00,2026-06-04T05:38,High,0.61,Switch carrier
SLA-00297,J-00297,SH-00297,2026-06-07T18:00,2026-06-07T18:43,Low,0.17,Pre-position part
SLA-00298,J-00298,SH-00298,2026-06-19T09:00,2026-06-19T09:44,Medium,0.32,Expedite shipment
SLA-00299,J-00299,SH-00299,2026-06-20T01:00,2026-06-20T02:15,Medium,0.29,Pre-position part
SLA-00300,J-00300,SH-00300,2026-06-14T06:00,2026-06-14T07:26,Medium,0.33,Reassign engineer
SLA-00301,J-00301,SH-00301,2026-06-05T08:00,2026-06-05T09:06,Low,0.25,Switch carrier
SLA-00302,J-00302,SH-00302,2026-06-19T21:00,2026-06-19T21:00,Low,0.04,Expedite shipment
SLA-00303,J-00303,SH-00303,2026-06-17T18:00,2026-06-17T18:00,Low,0.04,Switch carrier
SLA-00304,J-00304,SH-00304,2026-06-16T18:00,2026-06-16T20:41,High,0.62,Reassign engineer
SLA-00305,J-00305,SH-00305,2026-06-15T04:00,2026-06-15T04:43,Medium,0.32,Reassign engineer
SLA-00306,J-00306,SH-00306,2026-06-20T09:00,2026-06-20T09:24,Low,0.09,Pre-position part
SLA-00307,J-00307,SH-00307,2026-06-09T05:00,2026-06-09T05:00,Low,0.04,Expedite shipment
SLA-00308,J-00308,SH-00308,2026-06-09T17:00,2026-06-09T17:00,Low,0.04,Pre-position part
SLA-00309,J-00309,SH-00309,2026-06-09T08:00,2026-06-09T08:14,Low,0.05,Switch carrier
SLA-00310,J-00310,SH-00310,2026-06-16T19:00,2026-06-16T19:27,Low,0.1,Switch carrier
SLA-00311,J-00311,SH-00311,2026-06-08T04:00,2026-06-08T05:49,Medium,0.42,Pre-position part
SLA-00312,J-00312,SH-00312,2026-06-15T20:00,2026-06-15T21:07,Low,0.26,Reassign engineer
SLA-00313,J-00313,SH-00313,2026-06-17T00:00,2026-06-17T00:00,Low,0.04,Expedite shipment
SLA-00314,J-00314,SH-00314,2026-06-11T06:00,2026-06-11T07:37,Medium,0.37,Expedite shipment
SLA-00315,J-00315,SH-00315,2026-06-20T22:00,2026-06-20T22:59,Medium,0.38,Reassign engineer
SLA-00316,J-00316,SH-00316,2026-06-21T00:00,2026-06-21T02:41,High,0.62,Pre-position part
SLA-00317,J-00317,SH-00317,2026-06-23T01:00,2026-06-23T02:47,Medium,0.41,Reassign engineer
SLA-00318,J-00318,SH-00318,2026-06-05T07:00,2026-06-05T08:02,Medium,0.39,Switch carrier
SLA-00319,J-00319,SH-00319,2026-06-07T02:00,2026-06-07T02:22,Low,0.08,Expedite shipment
SLA-00320,J-00320,SH-00320,2026-06-16T00:00,2026-06-16T00:20,Low,0.08,Expedite shipment
SLA-00321,J-00321,SH-00321,2026-06-07T02:00,2026-06-07T02:26,Low,0.1,Switch carrier
SLA-00322,J-00322,SH-00322,2026-06-21T09:00,2026-06-21T09:20,Low,0.08,Pre-position part
SLA-00323,J-00323,SH-00323,2026-06-20T22:00,2026-06-20T22:00,Low,0.04,Pre-position part
SLA-00324,J-00324,SH-00324,2026-06-11T05:00,2026-06-11T05:02,Low,0.16,Reassign engineer
SLA-00325,J-00325,SH-00325,2026-06-17T16:00,2026-06-17T17:30,Medium,0.35,Reassign engineer
SLA-00326,J-00326,SH-00326,2026-06-11T07:00,2026-06-11T08:18,Medium,0.3,Reassign engineer
SLA-00327,J-00327,SH-00327,2026-06-09T22:00,2026-06-10T01:17,High,0.76,Switch carrier
SLA-00328,J-00328,SH-00328,2026-06-18T00:00,2026-06-18T02:44,High,0.63,Expedite shipment
SLA-00329,J-00329,SH-00329,2026-06-10T09:00,2026-06-10T09:00,Low,0.15,Reassign engineer
SLA-00330,J-00330,SH-00330,2026-06-16T14:00,2026-06-16T14:29,Low,0.26,Reassign engineer
SLA-00331,J-00331,SH-00331,2026-06-20T03:00,2026-06-20T03:00,Low,0.15,Reassign engineer
SLA-00332,J-00332,SH-00332,2026-06-17T04:00,2026-06-17T05:52,High,0.58,Reassign engineer
SLA-00333,J-00333,SH-00333,2026-06-17T13:00,2026-06-17T15:18,Medium,0.53,Switch carrier
SLA-00334,J-00334,SH-00334,2026-06-05T18:00,2026-06-05T19:05,Low,0.25,Expedite shipment
SLA-00335,J-00335,SH-00335,2026-06-16T18:00,2026-06-16T19:39,Medium,0.53,Switch carrier
SLA-00336,J-00336,SH-00336,2026-06-20T11:00,2026-06-20T12:12,Low,0.28,Switch carrier
SLA-00337,J-00337,SH-00337,2026-06-04T23:00,2026-06-04T23:57,Low,0.22,Switch carrier
SLA-00338,J-00338,SH-00338,2026-06-19T17:00,2026-06-19T17:01,Low,0.04,Switch carrier
SLA-00339,J-00339,SH-00339,2026-06-03T23:00,2026-06-03T23:00,Low,0.15,Expedite shipment
SLA-00340,J-00340,SH-00340,2026-06-19T17:00,2026-06-19T19:07,Medium,0.49,Reassign engineer
SLA-00341,J-00341,SH-00341,2026-06-21T16:00,2026-06-21T19:10,High,0.88,Switch carrier
SLA-00342,J-00342,SH-00342,2026-06-14T15:00,2026-06-14T15:00,Low,0.15,Switch carrier
SLA-00343,J-00343,SH-00343,2026-06-07T01:00,2026-06-07T03:08,Medium,0.49,Pre-position part
SLA-00344,J-00344,SH-00344,2026-06-07T08:00,2026-06-07T08:11,Low,0.04,Switch carrier
SLA-00345,J-00345,SH-00345,2026-06-09T13:00,2026-06-09T14:02,Low,0.24,Switch carrier
SLA-00346,J-00346,SH-00346,2026-06-07T20:00,2026-06-07T20:00,Low,0.04,Expedite shipment
SLA-00347,J-00347,SH-00347,2026-06-14T20:00,2026-06-14T20:00,Low,0.04,Expedite shipment
SLA-00348,J-00348,SH-00348,2026-06-19T11:00,2026-06-19T11:00,Low,0.04,Reassign engineer
SLA-00349,J-00349,SH-00349,2026-06-16T01:00,2026-06-16T03:31,High,0.58,Expedite shipment
SLA-00350,J-00350,SH-00350,2026-06-10T15:00,2026-06-10T16:06,Low,0.25,Reassign engineer
SLA-00351,J-00351,SH-00351,2026-06-10T04:00,2026-06-10T04:48,Low,0.18,Switch carrier
SLA-00352,J-00352,SH-00352,2026-06-21T08:00,2026-06-21T08:00,Low,0.15,Switch carrier
SLA-00353,J-00353,SH-00353,2026-06-02T17:00,2026-06-02T17:19,Low,0.07,Switch carrier
SLA-00354,J-00354,SH-00354,2026-06-21T22:00,2026-06-21T23:59,High,0.61,Expedite shipment
SLA-00355,J-00355,SH-00355,2026-06-12T15:00,2026-06-12T17:09,High,0.65,Reassign engineer
SLA-00356,J-00356,SH-00356,2026-06-11T17:00,2026-06-11T17:00,Low,0.15,Expedite shipment
SLA-00357,J-00357,SH-00357,2026-06-03T02:00,2026-06-03T03:43,Medium,0.4,Reassign engineer
SLA-00358,J-00358,SH-00358,2026-06-09T17:00,2026-06-09T19:41,High,0.77,Expedite shipment
SLA-00359,J-00359,SH-00359,2026-06-09T23:00,2026-06-09T23:55,Low,0.21,Pre-position part
SLA-00360,J-00360,SH-00360,2026-06-15T21:00,2026-06-15T21:00,Low,0.15,Pre-position part
SLA-00361,J-00361,SH-00361,2026-06-12T00:00,2026-06-12T00:00,Low,0.04,Switch carrier
SLA-00362,J-00362,SH-00362,2026-06-12T16:00,2026-06-12T16:03,Low,0.04,Expedite shipment
SLA-00363,J-00363,SH-00363,2026-06-16T07:00,2026-06-16T08:36,Medium,0.37,Pre-position part
SLA-00364,J-00364,SH-00364,2026-06-11T05:00,2026-06-11T06:00,Low,0.23,Reassign engineer
SLA-00365,J-00365,SH-00365,2026-06-10T08:00,2026-06-10T08:25,Low,0.1,Expedite shipment
SLA-00366,J-00366,SH-00366,2026-06-21T03:00,2026-06-21T04:21,Medium,0.31,Switch carrier
SLA-00367,J-00367,SH-00367,2026-06-13T22:00,2026-06-13T22:00,Low,0.04,Switch carrier
SLA-00368,J-00368,SH-00368,2026-06-10T16:00,2026-06-10T18:43,High,0.78,Expedite shipment
SLA-00369,J-00369,SH-00369,2026-06-13T00:00,2026-06-13T01:12,Low,0.28,Pre-position part
SLA-00370,J-00370,SH-00370,2026-06-10T03:00,2026-06-10T04:25,Medium,0.33,Expedite shipment
SLA-00371,J-00371,SH-00371,2026-06-21T00:00,2026-06-21T02:21,High,0.69,Switch carrier
SLA-00372,J-00372,SH-00372,2026-06-14T14:00,2026-06-14T14:14,Low,0.05,Reassign engineer
SLA-00373,J-00373,SH-00373,2026-06-17T07:00,2026-06-17T07:00,Low,0.15,Pre-position part
SLA-00374,J-00374,SH-00374,2026-06-21T02:00,2026-06-21T02:46,Low,0.18,Expedite shipment
SLA-00375,J-00375,SH-00375,2026-06-03T09:00,2026-06-03T12:51,High,0.89,Pre-position part
SLA-00376,J-00376,SH-00376,2026-06-14T23:00,2026-06-14T23:18,Low,0.07,Switch carrier
SLA-00377,J-00377,SH-00377,2026-06-15T23:00,2026-06-15T23:00,Low,0.15,Switch carrier
SLA-00378,J-00378,SH-00378,2026-06-11T03:00,2026-06-11T04:38,Medium,0.38,Reassign engineer
SLA-00379,J-00379,SH-00379,2026-06-09T00:00,2026-06-09T00:48,Low,0.18,Expedite shipment
SLA-00380,J-00380,SH-00380,2026-06-12T22:00,2026-06-12T23:29,Medium,0.49,Switch carrier
SLA-00381,J-00381,SH-00381,2026-06-11T18:00,2026-06-11T18:00,Low,0.04,Expedite shipment
SLA-00382,J-00382,SH-00382,2026-06-11T20:00,2026-06-11T20:27,Low,0.1,Reassign engineer
SLA-00383,J-00383,SH-00383,2026-06-19T23:00,2026-06-20T02:59,High,0.92,Switch carrier
SLA-00384,J-00384,SH-00384,2026-06-22T02:00,2026-06-22T02:06,Low,0.04,Expedite shipment
SLA-00385,J-00385,SH-00385,2026-06-19T05:00,2026-06-19T05:07,Low,0.04,Pre-position part
SLA-00386,J-00386,SH-00386,2026-06-17T21:00,2026-06-17T23:08,Medium,0.49,Pre-position part
SLA-00387,J-00387,SH-00387,2026-06-12T09:00,2026-06-12T10:47,Medium,0.41,Pre-position part
SLA-00388,J-00388,SH-00388,2026-06-18T11:00,2026-06-18T11:13,Low,0.2,Switch carrier
SLA-00389,J-00389,SH-00389,2026-06-16T23:00,2026-06-17T02:01,High,0.7,Expedite shipment
SLA-00390,J-00390,SH-00390,2026-06-13T04:00,2026-06-13T04:24,Low,0.24,Pre-position part
SLA-00391,J-00391,SH-00391,2026-06-17T00:00,2026-06-17T00:04,Low,0.04,Reassign engineer
SLA-00392,J-00392,SH-00392,2026-06-13T22:00,2026-06-13T22:14,Low,0.05,Expedite shipment
SLA-00393,J-00393,SH-00393,2026-06-12T06:00,2026-06-12T06:00,Low,0.04,Expedite shipment
SLA-00394,J-00394,SH-00394,2026-06-09T16:00,2026-06-09T18:43,High,0.63,Expedite shipment
SLA-00395,J-00395,SH-00395,2026-06-03T22:00,2026-06-03T22:00,Low,0.04,Expedite shipment
SLA-00396,J-00396,SH-00396,2026-06-09T19:00,2026-06-09T19:00,Low,0.04,Switch carrier
SLA-00397,J-00397,SH-00397,2026-06-10T18:00,2026-06-10T18:00,Low,0.04,Expedite shipment
SLA-00398,J-00398,SH-00398,2026-06-11T14:00,2026-06-11T15:34,Medium,0.36,Reassign engineer
SLA-00399,J-00399,SH-00399,2026-06-13T02:00,2026-06-13T05:39,High,0.84,Switch carrier
SLA-00400,J-00400,SH-00400,2026-06-09T03:00,2026-06-09T03:00,Low,0.04,Expedite shipment
SLA-00401,J-00401,SH-00401,2026-06-09T19:00,2026-06-09T20:19,Medium,0.45,Switch carrier
SLA-00402,J-00402,SH-00402,2026-06-15T19:00,2026-06-15T19:49,Low,0.19,Pre-position part
SLA-00403,J-00403,SH-00403,2026-06-13T10:00,2026-06-13T11:17,Medium,0.3,Reassign engineer
SLA-00404,J-00404,SH-00404,2026-06-11T20:00,2026-06-11T20:00,Low,0.04,Reassign engineer
SLA-00405,J-00405,SH-00405,2026-06-14T09:00,2026-06-14T09:19,Low,0.07,Switch carrier
SLA-00406,J-00406,SH-00406,2026-06-13T06:00,2026-06-13T06:00,Low,0.04,Expedite shipment
SLA-00407,J-00407,SH-00407,2026-06-22T04:00,2026-06-22T05:16,Medium,0.44,Switch carrier
SLA-00408,J-00408,SH-00408,2026-06-01T21:00,2026-06-01T21:24,Low,0.09,Reassign engineer
SLA-00409,J-00409,SH-00409,2026-06-15T06:00,2026-06-15T06:00,Low,0.04,Pre-position part
SLA-00410,J-00410,SH-00410,2026-06-20T11:00,2026-06-20T13:23,Medium,0.55,Expedite shipment
SLA-00411,J-00411,SH-00411,2026-06-14T10:00,2026-06-14T11:26,Medium,0.33,Reassign engineer
SLA-00412,J-00412,SH-00412,2026-06-11T18:00,2026-06-11T18:00,Low,0.04,Pre-position part
SLA-00413,J-00413,SH-00413,2026-06-03T02:00,2026-06-03T02:00,Low,0.04,Pre-position part
SLA-00414,J-00414,SH-00414,2026-06-09T07:00,2026-06-09T11:38,High,0.96,Pre-position part
SLA-00415,J-00415,SH-00415,2026-06-09T06:00,2026-06-09T06:00,Low,0.04,Switch carrier
SLA-00416,J-00416,SH-00416,2026-06-05T04:00,2026-06-05T05:40,Medium,0.38,Switch carrier
SLA-00417,J-00417,SH-00417,2026-06-21T03:00,2026-06-21T03:43,Low,0.17,Switch carrier
SLA-00418,J-00418,SH-00418,2026-06-02T14:00,2026-06-02T16:04,Medium,0.48,Switch carrier
SLA-00419,J-00419,SH-00419,2026-06-12T19:00,2026-06-12T20:11,Low,0.27,Expedite shipment
SLA-00420,J-00420,SH-00420,2026-06-21T22:00,2026-06-21T23:51,Medium,0.43,Switch carrier
SLA-00421,J-00421,SH-00421,2026-06-14T20:00,2026-06-14T20:00,Low,0.15,Reassign engineer
SLA-00422,J-00422,SH-00422,2026-06-17T02:00,2026-06-17T03:59,High,0.61,Reassign engineer
SLA-00423,J-00423,SH-00423,2026-06-02T14:00,2026-06-02T15:01,Low,0.23,Expedite shipment
SLA-00424,J-00424,SH-00424,2026-06-22T02:00,2026-06-22T02:45,Low,0.17,Expedite shipment
SLA-00425,J-00425,SH-00425,2026-06-07T23:00,2026-06-07T23:27,Low,0.1,Switch carrier
SLA-00426,J-00426,SH-00426,2026-06-11T07:00,2026-06-11T08:08,Low,0.26,Switch carrier
SLA-00427,J-00427,SH-00427,2026-06-04T20:00,2026-06-04T20:00,Low,0.04,Reassign engineer
SLA-00428,J-00428,SH-00428,2026-06-07T22:00,2026-06-07T22:29,Low,0.11,Expedite shipment
SLA-00429,J-00429,SH-00429,2026-06-17T02:00,2026-06-17T02:49,Low,0.19,Switch carrier
SLA-00430,J-00430,SH-00430,2026-06-12T18:00,2026-06-12T18:00,Low,0.04,Expedite shipment
SLA-00431,J-00431,SH-00431,2026-06-14T18:00,2026-06-14T18:31,Low,0.12,Reassign engineer
SLA-00432,J-00432,SH-00432,2026-06-09T00:00,2026-06-09T00:00,Low,0.04,Pre-position part
SLA-00433,J-00433,SH-00433,2026-06-09T19:00,2026-06-09T21:17,Medium,0.53,Reassign engineer
SLA-00434,J-00434,SH-00434,2026-06-16T03:00,2026-06-16T03:43,Low,0.17,Reassign engineer
SLA-00435,J-00435,SH-00435,2026-06-12T01:00,2026-06-12T04:44,High,0.86,Switch carrier
SLA-00436,J-00436,SH-00436,2026-06-17T00:00,2026-06-17T00:00,Low,0.15,Switch carrier
SLA-00437,J-00437,SH-00437,2026-06-03T03:00,2026-06-03T03:47,Medium,0.33,Expedite shipment
SLA-00438,J-00438,SH-00438,2026-06-03T20:00,2026-06-04T00:17,High,0.96,Reassign engineer
SLA-00439,J-00439,SH-00439,2026-06-17T20:00,2026-06-17T20:00,Low,0.15,Pre-position part
SLA-00440,J-00440,SH-00440,2026-06-03T03:00,2026-06-03T04:29,Medium,0.34,Expedite shipment
SLA-00441,J-00441,SH-00441,2026-06-18T09:00,2026-06-18T09:12,Low,0.05,Expedite shipment
SLA-00442,J-00442,SH-00442,2026-06-07T07:00,2026-06-07T08:58,Medium,0.45,Pre-position part
SLA-00443,J-00443,SH-00443,2026-06-14T05:00,2026-06-14T07:03,Medium,0.47,Switch carrier
SLA-00444,J-00444,SH-00444,2026-06-11T02:00,2026-06-11T02:57,Low,0.22,Switch carrier
SLA-00445,J-00445,SH-00445,2026-06-13T08:00,2026-06-13T08:39,Low,0.15,Switch carrier
SLA-00446,J-00446,SH-00446,2026-06-12T20:00,2026-06-12T20:48,Low,0.18,Pre-position part
SLA-00447,J-00447,SH-00447,2026-06-12T17:00,2026-06-12T17:00,Low,0.04,Switch carrier
SLA-00448,J-00448,SH-00448,2026-06-20T10:00,2026-06-20T10:00,Low,0.15,Pre-position part
SLA-00449,J-00449,SH-00449,2026-06-19T07:00,2026-06-19T07:00,Low,0.04,Switch carrier
SLA-00450,J-00450,SH-00450,2026-06-08T23:00,2026-06-09T00:02,Low,0.24,Pre-position part
SLA-00451,J-00451,SH-00451,2026-06-09T20:00,2026-06-09T21:07,Low,0.26,Expedite shipment
SLA-00452,J-00452,SH-00452,2026-06-20T01:00,2026-06-20T01:12,Low,0.05,Reassign engineer
SLA-00453,J-00453,SH-00453,2026-06-20T10:00,2026-06-20T10:00,Low,0.04,Switch carrier
SLA-00454,J-00454,SH-00454,2026-06-17T14:00,2026-06-17T14:54,Low,0.21,Reassign engineer
SLA-00455,J-00455,SH-00455,2026-06-11T19:00,2026-06-11T20:02,Medium,0.39,Pre-position part
SLA-00456,J-00456,SH-00456,2026-06-10T20:00,2026-06-10T20:01,Low,0.04,Reassign engineer
SLA-00457,J-00457,SH-00457,2026-06-10T18:00,2026-06-10T18:46,Low,0.18,Pre-position part
SLA-00458,J-00458,SH-00458,2026-06-19T10:00,2026-06-19T10:58,Low,0.22,Switch carrier
SLA-00459,J-00459,SH-00459,2026-06-17T10:00,2026-06-17T11:07,Low,0.26,Expedite shipment
SLA-00460,J-00460,SH-00460,2026-06-10T06:00,2026-06-10T06:00,Low,0.04,Expedite shipment
SLA-00461,J-00461,SH-00461,2026-06-02T21:00,2026-06-02T21:46,Low,0.18,Pre-position part
SLA-00462,J-00462,SH-00462,2026-06-08T17:00,2026-06-08T17:02,Low,0.04,Switch carrier
SLA-00463,J-00463,SH-00463,2026-06-21T18:00,2026-06-21T19:38,Medium,0.53,Pre-position part
SLA-00464,J-00464,SH-00464,2026-06-14T20:00,2026-06-14T20:00,Low,0.15,Reassign engineer
SLA-00465,J-00465,SH-00465,2026-06-07T21:00,2026-06-07T21:05,Low,0.17,Switch carrier
SLA-00466,J-00466,SH-00466,2026-06-20T11:00,2026-06-20T11:39,Low,0.15,Reassign engineer
SLA-00467,J-00467,SH-00467,2026-06-03T19:00,2026-06-03T19:00,Low,0.15,Pre-position part
SLA-00468,J-00468,SH-00468,2026-06-07T05:00,2026-06-07T05:00,Low,0.04,Reassign engineer
SLA-00469,J-00469,SH-00469,2026-06-04T17:00,2026-06-04T17:08,Low,0.04,Expedite shipment
SLA-00470,J-00470,SH-00470,2026-06-20T10:00,2026-06-20T11:23,Medium,0.32,Reassign engineer
SLA-00471,J-00471,SH-00471,2026-06-08T22:00,2026-06-08T23:20,Medium,0.31,Reassign engineer
SLA-00472,J-00472,SH-00472,2026-06-10T08:00,2026-06-10T08:41,Low,0.16,Expedite shipment
SLA-00473,J-00473,SH-00473,2026-06-07T12:00,2026-06-07T12:45,Medium,0.32,Pre-position part
SLA-00474,J-00474,SH-00474,2026-06-14T22:00,2026-06-14T22:00,Low,0.04,Expedite shipment
SLA-00475,J-00475,SH-00475,2026-06-03T09:00,2026-06-03T09:29,Low,0.11,Pre-position part
SLA-00476,J-00476,SH-00476,2026-06-08T20:00,2026-06-08T20:23,Low,0.09,Expedite shipment
SLA-00477,J-00477,SH-00477,2026-06-12T03:00,2026-06-12T03:06,Low,0.17,Expedite shipment
SLA-00478,J-00478,SH-00478,2026-06-09T04:00,2026-06-09T04:10,Low,0.04,Expedite shipment
SLA-00479,J-00479,SH-00479,2026-06-23T07:00,2026-06-23T07:00,Low,0.15,Expedite shipment
SLA-00480,J-00480,SH-00480,2026-06-04T03:00,2026-06-04T03:00,Low,0.04,Reassign engineer
SLA-00481,J-00481,SH-00481,2026-06-17T05:00,2026-06-17T05:02,Low,0.16,Expedite shipment
SLA-00482,J-00482,SH-00482,2026-06-18T05:00,2026-06-18T05:00,Low,0.04,Switch carrier
SLA-00483,J-00483,SH-00483,2026-06-06T03:00,2026-06-06T03:00,Low,0.04,Reassign engineer
SLA-00484,J-00484,SH-00484,2026-06-05T23:00,2026-06-05T23:42,Low,0.16,Expedite shipment
SLA-00485,J-00485,SH-00485,2026-06-18T11:00,2026-06-18T11:49,Medium,0.34,Switch carrier
SLA-00486,J-00486,SH-00486,2026-06-13T17:00,2026-06-13T18:24,Medium,0.47,Reassign engineer
SLA-00487,J-00487,SH-00487,2026-06-18T23:00,2026-06-18T23:19,Low,0.07,Reassign engineer
SLA-00488,J-00488,SH-00488,2026-06-03T05:00,2026-06-03T06:25,Medium,0.33,Reassign engineer
SLA-00489,J-00489,SH-00489,2026-06-13T14:00,2026-06-13T15:29,Medium,0.49,Expedite shipment
SLA-00490,J-00490,SH-00490,2026-06-13T21:00,2026-06-13T21:00,Low,0.04,Reassign engineer
SLA-00491,J-00491,SH-00491,2026-06-15T07:00,2026-06-15T07:00,Low,0.04,Reassign engineer
SLA-00492,J-00492,SH-00492,2026-06-21T18:00,2026-06-21T18:28,Low,0.26,Expedite shipment
SLA-00493,J-00493,SH-00493,2026-06-02T19:00,2026-06-02T23:21,High,0.96,Reassign engineer
SLA-00494,J-00494,SH-00494,2026-06-21T19:00,2026-06-21T19:58,Low,0.22,Expedite shipment
SLA-00495,J-00495,SH-00495,2026-06-22T07:00,2026-06-22T07:25,Low,0.1,Switch carrier
SLA-00496,J-00496,SH-00496,2026-06-13T14:00,2026-06-13T14:09,Low,0.04,Switch carrier
SLA-00497,J-00497,SH-00497,2026-06-18T09:00,2026-06-18T13:02,High,0.93,Switch carrier
SLA-00498,J-00498,SH-00498,2026-06-06T01:00,2026-06-06T04:39,High,0.84,Switch carrier
SLA-00499,J-00499,SH-00499,2026-06-20T17:00,2026-06-20T17:00,Low,0.04,Expedite shipment
SLA-00500,J-00500,SH-00500,2026-06-15T13:00,2026-06-15T16:04,High,0.71,Switch carrier
